'Date', 'Value'
20/08/2015,566.69
19/08/2015,577.82
18/08/2015,580.22
17/08/2015,573.15
14/08/2015,589.03
13/08/2015,594.26
12/8/2015,604.24
11/8/2015,613.05
10/8/2015,614.53
7/8/2015,603.76
6/8/2015,601.04
5/8/2015,607.08
4/8/2015,600.76
3/8/2015,609.47
31/07/2015,621.06
30/07/2015,626.57
29/07/2015,624.70
28/07/2015,631.47
27/07/2015,635.46
24/07/2015,631.26
23/07/2015,632.01
22/07/2015,629.85
21/07/2015,616.61
20/07/2015,620.54
17/07/2015,628.63
16/07/2015,626.90
15/07/2015,630.89
14/07/2015,638.69
13/07/2015,634.06
10/7/2015,627.28
9/7/2015,622.10
8/7/2015,623.17
7/7/2015,630.27
6/7/2015,625.22
3/7/2015,616.43
2/7/2015,605.70
1/7/2015,591.50
30/06/2015,593.05
29/06/2015,591.75
26/06/2015,581.75
25/06/2015,587.99
24/06/2015,590.02
23/06/2015,593.07
22/06/2015,594.08
19/06/2015,584.70
18/06/2015,580.35
17/06/2015,578.87
16/06/2015,580.35
15/06/2015,586.48
12/6/2015,582.73
11/6/2015,581.05
10/6/2015,574.10
9/6/2015,574.47
8/6/2015,579.83
5/6/2015,578.07
4/6/2015,568.99
3/6/2015,567.90
2/6/2015,570.31
1/6/2015,574.98
29/05/2015,569.56
28/05/2015,572.97
27/05/2015,566.48
26/05/2015,567.20
25/05/2015,563.00
22/05/2015,561.82
21/05/2015,552.56
20/05/2015,550.10
19/05/2015,536.82
18/05/2015,528.95
15/05/2015,537.44
14/05/2015,543.69
13/05/2015,542.82
12/5/2015,544.41
11/5/2015,551.67
8/5/2015,554.51
7/5/2015,552.98
6/5/2015,549.30
5/5/2015,552.65
4/5/2015,545.08
27/04/2015,562.40
24/04/2015,565.77
23/04/2015,561.25
22/04/2015,562.51
21/04/2015,562.24
20/04/2015,565.04
17/04/2015,568.32
16/04/2015,568.28
15/04/2015,564.50
14/04/2015,558.67
13/04/2015,559.54
10/4/2015,554.03
9/4/2015,550.52
8/4/2015,547.72
7/4/2015,548.11
6/4/2015,542.97
3/4/2015,547.85
2/4/2015,546.85
1/4/2015,538.91
31/03/2015,551.13
30/03/2015,545.19
27/03/2015,551.42
26/03/2015,556.16
25/03/2015,560.93
24/03/2015,567.43
23/03/2015,570.89
20/03/2015,575.44
19/03/2015,573.74
18/03/2015,578.68
17/03/2015,581.76
16/03/2015,580.80
13/03/2015,586.10
12/3/2015,588.53
11/3/2015,586.54
10/3/2015,589.66
9/3/2015,588.44
6/3/2015,593.97
5/3/2015,596.91
4/3/2015,600.39
3/3/2015,596.72
2/3/2015,590.73
27/02/2015,592.57
26/02/2015,596.72
25/02/2015,592.66
24/02/2015,596.95
13/02/2015,587.24
12/2/2015,584.67
11/2/2015,581.76
10/2/2015,574.52
9/2/2015,573.55
6/2/2015,574.13
5/2/2015,567.17
4/2/2015,561.45
3/2/2015,557.47
2/2/2015,570.37
30/01/2015,576.07
29/01/2015,583.28
28/01/2015,583.76
27/01/2015,579.30
26/01/2015,580.64
23/01/2015,582.38
22/01/2015,574.54
21/01/2015,569.12
20/01/2015,572.22
19/01/2015,571.51
16/01/2015,574.81
15/01/2015,577.74
14/01/2015,577.01
13/01/2015,580.60
12/1/2015,574.32
9/1/2015,569.73
8/1/2015,553.47
7/1/2015,552.05
6/1/2015,549.66
5/1/2015,544.45
31/12/2014,545.63
30/12/2014,537.57
29/12/2014,532.68
26/12/2014,533.37
25/12/2014,532.01
24/12/2014,539.44
23/12/2014,537.88
22/12/2014,537.54
19/12/2014,523.09
18/12/2014,528.45
17/12/2014,518.22
16/12/2014,535.14
15/12/2014,547.93
12/12/2014,553.93
11/12/2014,550.11
10/12/2014,557.19
9/12/2014,555.31
8/12/2014,571.68
5/12/2014,578.76
4/12/2014,578.38
3/12/2014,574.88
2/12/2014,569.43
1/12/2014,568.01
28/11/2014,566.58
27/11/2014,572.89
26/11/2014,576.04
25/11/2014,585.91
24/11/2014,582.53
21/11/2014,588.03
20/11/2014,593.32
19/11/2014,588.35
18/11/2014,594.25
17/11/2014,600.93
14/11/2014,600.36
13/11/2014,603.16
12/11/2014,604.01
11/11/2014,604.23
10/11/2014,602.12
7/11/2014,602.59
6/11/2014,597.85
5/11/2014,597.01
4/11/2014,598.39
3/11/2014,603.15
31/10/2014,600.84
30/10/2014,589.14
29/10/2014,591.20
28/10/2014,583.13
27/10/2014,580.80
24/10/2014,591.51
23/10/2014,593.53
22/10/2014,601.59
21/10/2014,600.55
20/10/2014,589.24
17/10/2014,585.28
16/10/2014,587.17
15/10/2014,604.29
14/10/2014,605.79
13/10/2014,614.22
10/10/2014,617.72
9/10/2014,624.34
8/10/2014,617.26
7/10/2014,614.08
6/10/2014,614.42
3/10/2014,611.55
2/10/2014,612.66
1/10/2014,609.27
30/09/2014,598.80
29/09/2014,599.78
26/09/2014,604.98
25/09/2014,605.10
24/09/2014,603.59
23/09/2014,610.39
22/09/2014,611.93
19/09/2014,613.29
18/09/2014,615.80
17/09/2014,625.66
16/09/2014,627.66
15/09/2014,630.34
12/9/2014,632.50
11/9/2014,628.99
10/9/2014,628.80
9/9/2014,626.92
8/9/2014,639.85
5/9/2014,638.65
4/9/2014,640.22
3/9/2014,640.75
29/08/2014,636.65
28/08/2014,632.03
27/08/2014,628.77
26/08/2014,629.06
25/08/2014,625.88
22/08/2014,620.14
21/08/2014,612.94
20/08/2014,606.70
19/08/2014,604.64
18/08/2014,605.08
15/08/2014,604.24
14/08/2014,605.25
13/08/2014,602.76
12/8/2014,601.78
11/8/2014,602.13
8/8/2014,605.43
7/8/2014,607.62
6/8/2014,606.70
5/8/2014,607.73
4/8/2014,599.04
1/8/2014,593.90
31/07/2014,596.07
30/07/2014,589.33
29/07/2014,592.24
28/07/2014,589.45
25/07/2014,600.14
24/07/2014,602.06
23/07/2014,597.50
22/07/2014,597.98
21/07/2014,601.04
18/07/2014,596.26
17/07/2014,590.37
16/07/2014,589.68
15/07/2014,589.31
14/07/2014,586.23
11/7/2014,582.77
10/7/2014,584.88
9/7/2014,591.60
8/7/2014,591.47
7/7/2014,590.69
4/7/2014,589.35
3/7/2014,585.02
2/7/2014,578.80
1/7/2014,578.07
30/06/2014,578.13
27/06/2014,578.82
26/06/2014,576.40
25/06/2014,572.27
24/06/2014,569.74
23/06/2014,565.92
20/06/2014,560.78
19/06/2014,567.35
18/06/2014,570.03
17/06/2014,572.25
16/06/2014,572.37
13/06/2014,574.48
12/6/2014,573.77
11/6/2014,570.36
10/6/2014,566.89
9/6/2014,565.61
6/6/2014,559.04
5/6/2014,551.10
4/6/2014,553.46
3/6/2014,558.76
2/6/2014,556.80
30/05/2014,562.02
29/05/2014,558.45
28/05/2014,557.34
27/05/2014,552.75
26/05/2014,544.06
23/05/2014,541.49
22/05/2014,541.73
21/05/2014,543.88
20/05/2014,537.52
19/05/2014,533.04
16/05/2014,529.49
15/05/2014,524.05
14/05/2014,529.53
13/05/2014,513.91
12/5/2014,517.05
9/5/2014,542.46
8/5/2014,527.09
7/5/2014,559.97
6/5/2014,555.11
5/5/2014,564.85
29/04/2014,578.00
28/04/2014,573.10
25/04/2014,578.92
24/04/2014,570.46
23/04/2014,569.36
22/04/2014,569.87
21/04/2014,558.14
18/04/2014,565.33
17/04/2014,580.31
16/04/2014,574.29
15/04/2014,586.09
14/04/2014,596.11
11/4/2014,600.57
10/4/2014,601.33
8/4/2014,603.25
7/4/2014,600.57
4/4/2014,593.04
3/4/2014,589.44
2/4/2014,581.67
1/4/2014,583.85
31/03/2014,591.57
28/03/2014,594.29
27/03/2014,590.14
26/03/2014,588.06
25/03/2014,601.85
24/03/2014,607.55
21/03/2014,601.75
20/03/2014,600.26
19/03/2014,605.59
18/03/2014,599.85
17/03/2014,600.36
14/03/2014,596.83
13/03/2014,595.22
12/3/2014,590.02
11/3/2014,588.50
10/3/2014,583.69
7/3/2014,579.75
6/3/2014,578.56
5/3/2014,574.94
4/3/2014,569.97
3/3/2014,573.38
28/02/2014,586.48
27/02/2014,584.79
26/02/2014,589.81
25/02/2014,586.20
24/02/2014,576.58
21/02/2014,570.57
20/02/2014,571.04
19/02/2014,578.12
18/02/2014,574.56
17/02/2014,570.20
14/02/2014,572.22
13/02/2014,570.18
12/2/2014,564.25
11/2/2014,553.90
10/2/2014,555.90
7/2/2014,549.76
6/2/2014,554.68
27/01/2014,556.52
24/01/2014,560.19
23/01/2014,553.55
22/01/2014,551.92
21/01/2014,559.91
20/01/2014,553.67
17/01/2014,543.59
16/01/2014,533.54
15/01/2014,526.68
14/01/2014,522.31
13/01/2014,521.11
10/1/2014,518.94
9/1/2014,516.98
8/1/2014,513.90
7/1/2014,510.12
6/1/2014,509.10
3/1/2014,505.37
2/1/2014,504.51
31/12/2013,504.63
30/12/2013,500.35
27/12/2013,506.41
26/12/2013,506.55
25/12/2013,504.42
24/12/2013,505.62
23/12/2013,508.68
20/12/2013,504.45
19/12/2013,506.28
18/12/2013,505.25
17/12/2013,505.67
16/12/2013,502.04
13/12/2013,506.06
12/12/2013,506.92
11/12/2013,505.31
10/12/2013,511.60
9/12/2013,511.23
6/12/2013,510.12
5/12/2013,510.03
4/12/2013,510.88
3/12/2013,511.62
2/12/2013,508.53
29/11/2013,507.78
28/11/2013,507.71
27/11/2013,508.43
26/11/2013,509.16
25/11/2013,506.46
22/11/2013,505.64
21/11/2013,503.54
20/11/2013,505.52
19/11/2013,504.71
18/11/2013,506.48
15/11/2013,501.34
14/11/2013,497.85
13/11/2013,496.12
12/11/2013,497.65
11/11/2013,501.08
8/11/2013,498.61
7/11/2013,499.86
6/11/2013,502.52
5/11/2013,499.79
4/11/2013,497.07
1/11/2013,497.08
31/10/2013,497.41
30/10/2013,499.07
29/10/2013,497.08
28/10/2013,496.46
25/10/2013,500.75
24/10/2013,501.17
23/10/2013,504.05
22/10/2013,500.57
21/10/2013,501.57
18/10/2013,500.83
17/10/2013,499.59
16/10/2013,498.96
15/10/2013,495.72
14/10/2013,493.62
11/10/2013,494.53
10/10/2013,494.81
9/10/2013,500.67
8/10/2013,502.22
7/10/2013,500.47
4/10/2013,497.50
3/10/2013,492.30
2/10/2013,494.39
1/10/2013,492.24
30/09/2013,492.63
27/09/2013,486.61
26/09/2013,485.11
25/09/2013,486.22
24/09/2013,482.82
23/09/2013,479.09
20/09/2013,477.19
19/09/2013,476.09
18/09/2013,474.26
17/09/2013,477.73
16/09/2013,475.57
13/09/2013,476.42
12/9/2013,475.59
11/9/2013,476.40
10/9/2013,474.53
9/9/2013,470.16
6/9/2013,480.03
5/9/2013,477.57
4/9/2013,471.45
3/9/2013,472.17
30/08/2013,472.70
29/08/2013,468.55
28/08/2013,473.30
27/08/2013,485.57
26/08/2013,490.54
23/08/2013,486.82
22/08/2013,496.12
21/08/2013,502.70
20/08/2013,504.81
19/08/2013,511.02
16/08/2013,507.79
15/08/2013,508.22
14/08/2013,503.57
13/08/2013,497.73
12/8/2013,499.46
9/8/2013,500.62
8/8/2013,498.22
7/8/2013,500.10
6/8/2013,496.56
5/8/2013,493.66
2/8/2013,494.66
1/8/2013,492.43
31/07/2013,491.85
30/07/2013,488.54
29/07/2013,485.69
26/07/2013,493.93
25/07/2013,491.78
24/07/2013,494.18
23/07/2013,504.29
22/07/2013,506.16
19/07/2013,503.76
18/07/2013,496.84
17/07/2013,497.50
16/07/2013,496.22
15/07/2013,494.10
12/7/2013,493.99
11/7/2013,484.47
10/7/2013,484.43
9/7/2013,485.50
8/7/2013,482.77
5/7/2013,485.66
4/7/2013,487.22
3/7/2013,487.35
2/7/2013,489.84
1/7/2013,480.04
28/06/2013,481.13
27/06/2013,482.95
26/06/2013,473.53
25/06/2013,473.02
24/06/2013,489.74
21/06/2013,498.84
20/06/2013,499.51
19/06/2013,503.37
18/06/2013,498.88
17/06/2013,498.52
14/06/2013,509.03
13/06/2013,515.09
12/6/2013,518.24
11/6/2013,521.95
10/6/2013,524.56
7/6/2013,527.97
6/6/2013,520.90
5/6/2013,514.64
4/6/2013,510.69
3/6/2013,517.03
31/05/2013,518.39
30/05/2013,521.45
29/05/2013,515.09
28/05/2013,516.33
27/05/2013,512.41
24/05/2013,500.24
23/05/2013,498.22
22/05/2013,502.23
21/05/2013,500.18
20/05/2013,492.27
17/05/2013,487.60
16/05/2013,490.34
15/05/2013,485.97
14/05/2013,483.85
13/05/2013,488.93
10/5/2013,486.10
9/5/2013,486.22
8/5/2013,485.07
7/5/2013,485.58
6/5/2013,488.32
3/5/2013,475.24
2/5/2013,473.02
26/04/2013,474.51
25/04/2013,476.59
24/04/2013,472.89
23/04/2013,473.69
22/04/2013,468.43
18/04/2013,473.21
17/04/2013,483.99
16/04/2013,478.07
15/04/2013,480.02
12/4/2013,494.27
11/4/2013,504.07
10/4/2013,496.50
9/4/2013,510.49
8/4/2013,506.66
5/4/2013,502.58
4/4/2013,497.35
3/4/2013,505.93
2/4/2013,509.43
1/4/2013,505.81
29/03/2013,491.04
28/03/2013,490.67
27/03/2013,491.26
26/03/2013,489.46
25/03/2013,493.57
22/03/2013,489.99
21/03/2013,491.79
20/03/2013,487.04
19/03/2013,480.48
18/03/2013,479.13
15/03/2013,481.35
14/03/2013,474.60
13/03/2013,473.18
12/3/2013,475.34
11/3/2013,476.50
8/3/2013,470.68
7/3/2013,466.63
6/3/2013,471.09
5/3/2013,462.12
4/3/2013,468.74
1/3/2013,477.15
28/02/2013,474.56
27/02/2013,465.72
26/02/2013,465.05
25/02/2013,483.69
22/02/2013,477.69
21/02/2013,476.73
20/02/2013,494.83
19/02/2013,490.78
18/02/2013,493.95
8/2/2013,494.03
7/2/2013,490.62
6/2/2013,488.36
5/2/2013,477.36
4/2/2013,482.38
1/2/2013,483.42
31/01/2013,479.79
30/01/2013,487.60
29/01/2013,484.01
28/01/2013,479.60
25/01/2013,468.09
24/01/2013,452.40
23/01/2013,443.37
22/01/2013,442.85
21/01/2013,447.79
18/01/2013,454.16
17/01/2013,456.76
16/01/2013,465.25
15/01/2013,461.42
14/01/2013,458.97
11/1/2013,462.69
10/1/2013,460.12
9/1/2013,448.77
8/1/2013,447.16
7/1/2013,434.19
4/1/2013,426.06
3/1/2013,419.27
2/1/2013,418.35
28/12/2012,413.73
27/12/2012,409.97
26/12/2012,406.10
25/12/2012,401.34
24/12/2012,399.71
21/12/2012,396.78
20/12/2012,399.68
19/12/2012,398.59
18/12/2012,393.39
17/12/2012,393.63
14/12/2012,392.21
13/12/2012,391.19
12/12/2012,391.08
11/12/2012,389.37
10/12/2012,386.69
7/12/2012,383.80
6/12/2012,385.69
5/12/2012,385.69
4/12/2012,382.10
3/12/2012,379.27
30/11/2012,377.82
29/11/2012,378.20
28/11/2012,375.79
27/11/2012,376.89
26/11/2012,377.90
23/11/2012,381.71
22/11/2012,383.22
21/11/2012,383.87
20/11/2012,385.10
19/11/2012,383.32
16/11/2012,385.71
15/11/2012,386.91
14/11/2012,387.71
13/11/2012,385.22
12/11/2012,388.62
9/11/2012,386.71
8/11/2012,385.60
7/11/2012,380.90
6/11/2012,376.95
5/11/2012,377.27
2/11/2012,375.26
1/11/2012,387.95
31/10/2012,388.42
30/10/2012,389.86
29/10/2012,391.36
26/10/2012,391.70
25/10/2012,389.92
24/10/2012,395.45
23/10/2012,397.71
22/10/2012,397.00
19/10/2012,398.23
18/10/2012,398.51
17/10/2012,397.02
16/10/2012,399.22
15/10/2012,391.56
12/10/2012,392.54
11/10/2012,394.19
10/10/2012,394.66
9/10/2012,393.67
8/10/2012,393.45
5/10/2012,388.16
4/10/2012,384.51
3/10/2012,385.37
2/10/2012,384.32
1/10/2012,386.55
28/09/2012,392.57
27/09/2012,393.34
26/09/2012,395.12
25/09/2012,391.77
24/09/2012,390.37
21/09/2012,395.48
20/09/2012,389.28
19/09/2012,394.55
18/09/2012,394.51
17/09/2012,401.75
14/09/2012,398.87
13/09/2012,391.36
12/9/2012,388.35
11/9/2012,386.62
10/9/2012,388.88
7/9/2012,397.51
6/9/2012,393.41
5/9/2012,398.92
4/9/2012,402.08
31/08/2012,396.02
30/08/2012,397.25
29/08/2012,393.06
28/08/2012,385.78
27/08/2012,386.19
24/08/2012,399.72
23/08/2012,392.82
22/08/2012,410.23
21/08/2012,416.84
20/08/2012,437.28
17/08/2012,433.45
16/08/2012,430.83
15/08/2012,430.77
14/08/2012,429.47
13/08/2012,426.17
10/8/2012,425.56
9/8/2012,426.98
8/8/2012,423.57
7/8/2012,422.50
6/8/2012,423.16
3/8/2012,418.21
2/8/2012,416.10
1/8/2012,412.55
31/07/2012,414.48
30/07/2012,415.00
27/07/2012,413.16
26/07/2012,414.80
25/07/2012,412.91
24/07/2012,415.63
23/07/2012,421.99
20/07/2012,424.47
19/07/2012,428.38
18/07/2012,418.83
17/07/2012,417.55
16/07/2012,413.98
13/07/2012,416.98
12/7/2012,408.72
11/7/2012,407.28
10/7/2012,405.39
9/7/2012,408.12
6/7/2012,415.44
5/7/2012,413.83
4/7/2012,410.73
3/7/2012,413.09
2/7/2012,419.30
29/06/2012,422.37
28/06/2012,418.16
27/06/2012,418.04
26/06/2012,419.19
25/06/2012,424.12
22/06/2012,427.17
21/06/2012,431.14
20/06/2012,432.89
19/06/2012,431.08
18/06/2012,435.59
15/06/2012,433.09
14/06/2012,425.28
13/06/2012,427.61
12/6/2012,428.16
11/6/2012,432.50
8/6/2012,432.90
7/6/2012,434.41
6/6/2012,426.39
5/6/2012,421.02
4/6/2012,416.65
1/6/2012,428.80
31/05/2012,429.20
30/05/2012,435.34
29/05/2012,431.44
28/05/2012,435.48
25/05/2012,437.38
24/05/2012,426.92
23/05/2012,436.75
22/05/2012,447.94
21/05/2012,448.02
18/05/2012,434.95
17/05/2012,442.58
16/05/2012,449.91
15/05/2012,455.65
14/05/2012,469.69
11/5/2012,480.10
10/5/2012,486.07
9/5/2012,487.62
8/5/2012,488.07
7/5/2012,486.31
4/5/2012,476.32
3/5/2012,468.80
2/5/2012,472.46
27/04/2012,473.77
26/04/2012,470.21
25/04/2012,472.87
24/04/2012,465.65
23/04/2012,465.17
20/04/2012,465.72
19/04/2012,467.08
18/04/2012,472.16
17/04/2012,472.84
16/04/2012,468.26
13/04/2012,462.52
12/4/2012,465.26
11/4/2012,458.74
10/4/2012,450.85
9/4/2012,450.73
6/4/2012,447.44
5/4/2012,444.93
4/4/2012,439.77
3/4/2012,445.77
30/03/2012,441.03
29/03/2012,439.63
28/03/2012,446.32
27/03/2012,445.92
26/03/2012,459.26
23/03/2012,454.10
22/03/2012,445.67
21/03/2012,445.77
20/03/2012,440.29
19/03/2012,438.07
16/03/2012,438.52
15/03/2012,441.85
14/03/2012,433.86
13/03/2012,429.39
12/3/2012,428.02
9/3/2012,432.11
8/3/2012,431.66
7/3/2012,444.02
6/3/2012,445.00
5/3/2012,457.21
2/3/2012,439.60
1/3/2012,427.95
29/02/2012,423.64
28/02/2012,422.22
27/02/2012,428.41
24/02/2012,423.43
23/02/2012,423.89
22/02/2012,418.41
21/02/2012,410.91
20/02/2012,413.98
17/02/2012,403.30
16/02/2012,396.51
15/02/2012,397.41
14/02/2012,400.26
13/02/2012,395.54
10/2/2012,405.02
9/2/2012,411.39
8/2/2012,409.53
7/2/2012,401.08
6/2/2012,399.73
3/2/2012,401.74
2/2/2012,401.61
1/2/2012,390.67
31/01/2012,387.97
30/01/2012,384.94
20/01/2012,373.00
19/01/2012,373.43
18/01/2012,362.66
17/01/2012,358.86
16/01/2012,357.87
13/01/2012,354.33
12/1/2012,348.11
11/1/2012,347.43
10/1/2012,344.68
9/1/2012,339.32
6/1/2012,336.73
5/1/2012,340.94
4/1/2012,348.84
3/1/2012,350.00
30/12/2011,351.55
29/12/2011,350.51
28/12/2011,350.66
27/12/2011,347.80
26/12/2011,352.68
23/12/2011,356.21
22/12/2011,360.37
21/12/2011,367.72
20/12/2011,365.67
19/12/2011,367.40
16/12/2011,366.03
15/12/2011,364.48
14/12/2011,367.55
13/12/2011,371.75
12/12/2011,375.30
9/12/2011,377.16
8/12/2011,381.63
7/12/2011,387.21
6/12/2011,390.20
5/12/2011,391.19
2/12/2011,383.88
1/12/2011,380.10
30/11/2011,380.69
29/11/2011,382.90
28/11/2011,383.31
25/11/2011,383.35
24/11/2011,381.78
23/11/2011,388.57
22/11/2011,381.76
21/11/2011,379.14
18/11/2011,379.62
17/11/2011,385.86
16/11/2011,390.89
15/11/2011,387.87
14/11/2011,391.74
11/11/2011,396.30
10/11/2011,401.03
9/11/2011,405.19
8/11/2011,408.60
7/11/2011,410.52
4/11/2011,410.57
3/11/2011,408.44
2/11/2011,407.79
1/11/2011,413.82
31/10/2011,420.81
28/10/2011,422.07
27/10/2011,414.75
26/10/2011,412.10
25/10/2011,409.38
24/10/2011,414.46
21/10/2011,411.03
20/10/2011,403.73
19/10/2011,401.15
18/10/2011,404.32
17/10/2011,410.84
14/10/2011,414.49
13/10/2011,412.59
12/10/2011,410.91
11/10/2011,417.73
10/10/2011,419.66
7/10/2011,417.96
6/10/2011,421.32
5/10/2011,417.21
4/10/2011,418.18
3/10/2011,422.12
30/09/2011,427.60
29/09/2011,428.08
28/09/2011,433.97
27/09/2011,437.47
26/09/2011,434.43
23/09/2011,440.30
22/09/2011,449.26
21/09/2011,447.57
20/09/2011,454.37
19/09/2011,461.68
16/09/2011,457.11
15/09/2011,470.67
14/09/2011,466.99
13/09/2011,469.40
12/9/2011,462.93
9/9/2011,459.92
8/9/2011,453.26
7/9/2011,443.99
6/9/2011,436.16
5/9/2011,435.73
1/9/2011,435.29
31/08/2011,424.71
30/08/2011,419.26
29/08/2011,413.37
26/08/2011,404.41
25/08/2011,401.65
24/08/2011,396.68
23/08/2011,401.28
22/08/2011,406.03
19/08/2011,400.76
18/08/2011,402.89
17/08/2011,393.46
16/08/2011,386.48
15/08/2011,384.32
12/8/2011,383.92
11/8/2011,384.44
10/8/2011,385.96
9/8/2011,387.70
8/8/2011,396.41
5/8/2011,400.88
4/8/2011,396.05
3/8/2011,391.47
2/8/2011,396.55
1/8/2011,401.95
29/07/2011,405.70
28/07/2011,408.39
27/07/2011,409.40
26/07/2011,409.39
25/07/2011,409.36
22/07/2011,409.20
21/07/2011,413.06
20/07/2011,416.77
19/07/2011,410.12
18/07/2011,415.77
15/07/2011,414.74
14/07/2011,418.93
13/07/2011,418.18
12/7/2011,417.25
11/7/2011,425.09
8/7/2011,430.32
7/7/2011,429.99
6/7/2011,428.30
5/7/2011,431.03
4/7/2011,425.42
1/7/2011,425.29
30/06/2011,432.54
29/06/2011,434.60
28/06/2011,432.31
27/06/2011,434.25
24/06/2011,433.40
23/06/2011,434.75
22/06/2011,439.63
21/06/2011,442.74
20/06/2011,431.63
17/06/2011,438.93
16/06/2011,445.17
15/06/2011,441.45
14/06/2011,441.54
13/06/2011,442.69
10/6/2011,445.00
9/6/2011,443.95
8/6/2011,439.57
7/6/2011,443.68
6/6/2011,433.81
3/6/2011,443.41
2/6/2011,450.59
1/6/2011,435.69
31/05/2011,421.37
30/05/2011,412.10
27/05/2011,410.82
26/05/2011,398.04
25/05/2011,386.36
24/05/2011,402.59
23/05/2011,417.82
20/05/2011,432.87
19/05/2011,444.85
18/05/2011,454.91
17/05/2011,464.35
16/05/2011,471.49
13/05/2011,479.67
12/5/2011,482.14
11/5/2011,483.15
10/5/2011,481.29
9/5/2011,477.47
6/5/2011,472.71
5/5/2011,479.29
4/5/2011,486.58
29/04/2011,480.08
28/04/2011,472.93
27/04/2011,469.32
26/04/2011,461.86
25/04/2011,465.62
22/04/2011,456.45
21/04/2011,460.30
20/04/2011,458.50
19/04/2011,453.74
18/04/2011,455.46
15/04/2011,460.96
14/04/2011,460.63
13/04/2011,461.01
8/4/2011,464.29
7/4/2011,463.49
6/4/2011,464.94
5/4/2011,457.20
4/4/2011,457.25
1/4/2011,459.17
31/03/2011,461.13
30/03/2011,460.04
29/03/2011,457.88
28/03/2011,459.52
25/03/2011,457.74
24/03/2011,461.32
23/03/2011,467.64
22/03/2011,464.80
21/03/2011,468.25
18/03/2011,461.08
17/03/2011,460.53
16/03/2011,463.58
15/03/2011,468.74
14/03/2011,479.90
11/3/2011,495.06
10/3/2011,482.49
9/3/2011,470.51
8/3/2011,475.38
7/3/2011,468.22
4/3/2011,459.23
3/3/2011,452.34
2/3/2011,457.83
1/3/2011,466.12
28/02/2011,461.37
25/02/2011,466.96
24/02/2011,461.29
23/02/2011,470.67
22/02/2011,470.02
21/02/2011,483.68
18/02/2011,503.92
17/02/2011,509.83
16/02/2011,513.11
15/02/2011,517.87
14/02/2011,514.05
11/2/2011,519.98
10/2/2011,520.23
9/2/2011,522.59
8/2/2011,520.69
28/01/2011,510.60
27/01/2011,502.68
26/01/2011,501.25
25/01/2011,501.97
24/01/2011,509.88
21/01/2011,519.50
20/01/2011,511.98
19/01/2011,505.91
18/01/2011,497.43
17/01/2011,495.16
14/01/2011,489.22
13/01/2011,484.12
12/1/2011,478.45
11/1/2011,477.44
10/1/2011,480.55
7/1/2011,481.86
6/1/2011,482.31
5/1/2011,481.91
4/1/2011,485.97
31/12/2010,484.66
30/12/2010,481.40
29/12/2010,478.75
28/12/2010,479.33
27/12/2010,473.05
24/12/2010,472.76
23/12/2010,475.41
22/12/2010,481.53
21/12/2010,481.78
20/12/2010,478.29
17/12/2010,485.29
16/12/2010,480.21
15/12/2010,493.47
14/12/2010,489.65
13/12/2010,490.22
10/12/2010,473.06
9/12/2010,460.45
8/12/2010,452.83
7/12/2010,460.76
6/12/2010,465.56
3/12/2010,464.35
2/12/2010,457.42
1/12/2010,449.93
30/11/2010,451.59
29/11/2010,446.36
26/11/2010,439.94
25/11/2010,439.85
24/11/2010,434.48
23/11/2010,430.81
22/11/2010,426.19
19/11/2010,426.51
18/11/2010,430.72
17/11/2010,425.50
16/11/2010,426.89
15/11/2010,433.54
12/11/2010,441.60
11/11/2010,446.69
10/11/2010,451.26
9/11/2010,449.40
8/11/2010,457.13
5/11/2010,457.27
4/11/2010,448.95
3/11/2010,444.16
2/11/2010,446.30
1/11/2010,451.06
29/10/2010,452.63
28/10/2010,450.07
27/10/2010,450.01
26/10/2010,455.12
25/10/2010,448.61
22/10/2010,445.21
21/10/2010,445.05
20/10/2010,442.17
19/10/2010,454.25
18/10/2010,457.59
15/10/2010,458.39
14/10/2010,458.66
13/10/2010,457.70
12/10/2010,454.32
11/10/2010,459.32
8/10/2010,459.26
7/10/2010,462.05
6/10/2010,460.72
5/10/2010,450.96
4/10/2010,445.83
1/10/2010,451.71
30/09/2010,454.52
29/09/2010,452.94
28/09/2010,455.13
27/09/2010,450.20
24/09/2010,449.71
23/09/2010,450.77
22/09/2010,453.90
21/09/2010,453.32
20/09/2010,457.87
17/09/2010,457.58
16/09/2010,449.52
15/09/2010,448.72
14/09/2010,449.01
13/09/2010,447.27
10/9/2010,451.39
9/9/2010,463.68
8/9/2010,458.44
7/9/2010,460.59
6/9/2010,466.00
1/9/2010,458.75
31/08/2010,455.08
30/08/2010,444.55
27/08/2010,429.14
26/08/2010,427.07
25/08/2010,423.89
24/08/2010,434.42
23/08/2010,447.92
20/08/2010,454.84
19/08/2010,452.23
18/08/2010,455.49
17/08/2010,463.52
16/08/2010,464.76
13/08/2010,452.73
12/8/2010,448.40
11/8/2010,463.12
10/8/2010,461.67
9/8/2010,472.74
6/8/2010,482.82
5/8/2010,486.21
4/8/2010,486.71
3/8/2010,491.90
2/8/2010,491.61
30/07/2010,493.91
29/07/2010,491.11
28/07/2010,491.00
27/07/2010,497.67
26/07/2010,498.10
23/07/2010,500.31
22/07/2010,500.28
21/07/2010,505.40
20/07/2010,506.56
19/07/2010,506.84
16/07/2010,506.21
15/07/2010,505.19
14/07/2010,507.34
13/07/2010,509.08
